TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,Niveau secondaire (25+),2014,291342
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,Niveau tertiaire (25+),2014,385641
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Total,2014,126590
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Niveau secondaire (25+),2014,77152
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Niveau tertiaire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Total,2014,2245208
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,751982
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,1115943
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,-25ans,2014,321346
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Total,2014,637157
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,135745
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,174210
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,321346
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Total,2014,1341419
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,488666
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,819219
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Total,2014,266632
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,127571
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,122514
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Total,2014,1152860
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,314110
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,653563
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,163388
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Total,2014,313182
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,163388
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Total,2014,689063
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,199402
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,478694
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Total,2014,150615
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,92857
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Total,2014,1092348
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,437871
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,462380
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,157958
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Total,2014,323975
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,157958
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Total,2014,652356
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,289264
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,340524
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Total,2014,116017
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,74790
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Total,Total,Total,2014,1025033
Vente en ligne au cours des 3 derniers mois,Total,Total,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,Total,Niveau secondaire (25+),2014,358233
Vente en ligne au cours des 3 derniers mois,Total,Total,Niveau tertiaire (25+),2014,468121
Vente en ligne au cours des 3 derniers mois,Total,Total,-25ans,2014,149268
Vente en ligne au cours des 3 derniers mois,Total,15-29,Total,2014,290510
Vente en ligne au cours des 3 derniers mois,Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,-25ans,2014,149268
Vente en ligne au cours des 3 derniers mois,Total,30-59,Total,2014,628426
Vente en ligne au cours des 3 derniers mois,Total,30-59,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,30-59,Niveau secondaire (25+),2014,242114
Vente en ligne au cours des 3 derniers mois,Total,30-59,Niveau tertiaire (25+),2014,342957
Vente en ligne au cours des 3 derniers mois,Total,30-59,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,Total,2014,106096
Vente en ligne au cours des 3 derniers mois,Total,60+,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,Total,Total,2014,646452
Vente en ligne au cours des 3 derniers mois,Homme,Total,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,Total,Niveau secondaire (25+),2014,211796
Vente en ligne au cours des 3 derniers mois,Homme,Total,Niveau tertiaire (25+),2014,314017
Vente en ligne au cours des 3 derniers mois,Homme,Total,-25ans,2014,103851
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Total,2014,193992
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,-25ans,2014,103851
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Total,2014,375483
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Niveau secondaire (25+),2014,133479
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Niveau tertiaire (25+),2014,225218
Vente en ligne au cours des 3 derniers mois,Homme,30-59,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Total,2014,76976
Vente en ligne au cours des 3 derniers mois,Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,Total,Total,2014,378581
Vente en ligne au cours des 3 derniers mois,Femme,Total,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,Total,Niveau secondaire (25+),2014,146436
Vente en ligne au cours des 3 derniers mois,Femme,Total,Niveau tertiaire (25+),2014,154104
Vente en ligne au cours des 3 derniers mois,Femme,Total,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Total,2014,96518
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Total,2014,252942
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Niveau secondaire (25+),2014,108635
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Niveau tertiaire (25+),2014,117740
Vente en ligne au cours des 3 derniers mois,Femme,30-59,-25ans,2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Total,2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Niveau secondaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Niveau tertiaire (25+),2014,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,-25ans,2014,NA
E-banking au cours des 3 derniers mois,Total,Total,Total,2014,3414375
E-banking au cours des 3 derniers mois,Total,Total,Sans formation post-obligatoire (25+),2014,134107
