TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
Achat en ligne au cours des 3 derniers mois,Homme,Total,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,Total,Niveau secondaire (25+),2014,659934
Achat en ligne au cours des 3 derniers mois,Homme,Total,Niveau tertiaire (25+),2014,1031054
Achat en ligne au cours des 3 derniers mois,Homme,Total,-25ans,2014,312156
Achat en ligne au cours des 3 derniers mois,Homme,15-29,Total,2014,541356
Achat en ligne au cours des 3 derniers mois,Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,15-29,Niveau secondaire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,15-29,Niveau tertiaire (25+),2014,122491
Achat en ligne au cours des 3 derniers mois,Homme,15-29,-25ans,2014,312156
Achat en ligne au cours des 3 derniers mois,Homme,30-59,Total,2014,1257273
Achat en ligne au cours des 3 derniers mois,Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,30-59,Niveau secondaire (25+),2014,444348
Achat en ligne au cours des 3 derniers mois,Homme,30-59,Niveau tertiaire (25+),2014,757384
Achat en ligne au cours des 3 derniers mois,Homme,30-59,-25ans,2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,60+,Total,2014,276943
Achat en ligne au cours des 3 derniers mois,Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Homme,60+,Niveau secondaire (25+),2014,114731
Achat en ligne au cours des 3 derniers mois,Homme,60+,Niveau tertiaire (25+),2014,151179
Achat en ligne au cours des 3 derniers mois,Homme,60+,-25ans,2014,NA
Achat en ligne au cours des 3 derniers mois,Femme,Total,Total,2014,1814669
Achat en ligne au cours des 3 derniers mois,Femme,Total,Sans formation post-obligatoire (25+),2014,84219
Achat en ligne au cours des 3 derniers mois,Femme,Total,Niveau secondaire (25+),2014,776190
Achat en ligne au cours des 3 derniers mois,Femme,Total,Niveau tertiaire (25+),2014,686009
Achat en ligne au cours des 3 derniers mois,Femme,Total,-25ans,2014,268252
Achat en ligne au cours des 3 derniers mois,Femme,15-29,Total,2014,508504
Achat en ligne au cours des 3 derniers mois,Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Femme,15-29,Niveau secondaire (25+),2014,110864
Achat en ligne au cours des 3 derniers mois,Femme,15-29,Niveau tertiaire (25+),2014,123530
Achat en ligne au cours des 3 derniers mois,Femme,15-29,-25ans,2014,268252
Achat en ligne au cours des 3 derniers mois,Femme,30-59,Total,2014,1096273
Achat en ligne au cours des 3 derniers mois,Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Femme,30-59,Niveau secondaire (25+),2014,525438
Achat en ligne au cours des 3 derniers mois,Femme,30-59,Niveau tertiaire (25+),2014,512604
Achat en ligne au cours des 3 derniers mois,Femme,30-59,-25ans,2014,NA
Achat en ligne au cours des 3 derniers mois,Femme,60+,Total,2014,209892
Achat en ligne au cours des 3 derniers mois,Femme,60+,Sans formation post-obligatoire (25+),2014,20129
Achat en ligne au cours des 3 derniers mois,Femme,60+,Niveau secondaire (25+),2014,139888
Achat en ligne au cours des 3 derniers mois,Femme,60+,Niveau tertiaire (25+),2014,NA
Achat en ligne au cours des 3 derniers mois,Femme,60+,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Total,Total,Total,2014,4264637
Achat en ligne au cours des 12 derniers mois,Total,Total,Sans formation post-obligatoire (25+),2014,193294
Achat en ligne au cours des 12 derniers mois,Total,Total,Niveau secondaire (25+),2014,1566586
Achat en ligne au cours des 12 derniers mois,Total,Total,Niveau tertiaire (25+),2014,1814873
Achat en ligne au cours des 12 derniers mois,Total,Total,-25ans,2014,689883
Achat en ligne au cours des 12 derniers mois,Total,15-29,Total,2014,1185066
Achat en ligne au cours des 12 derniers mois,Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Total,15-29,Niveau secondaire (25+),2014,237448
Achat en ligne au cours des 12 derniers mois,Total,15-29,Niveau tertiaire (25+),2014,246020
Achat en ligne au cours des 12 derniers mois,Total,15-29,-25ans,2014,689883
Achat en ligne au cours des 12 derniers mois,Total,30-59,Total,2014,2537758
Achat en ligne au cours des 12 derniers mois,Total,30-59,Sans formation post-obligatoire (25+),2014,142124
Achat en ligne au cours des 12 derniers mois,Total,30-59,Niveau secondaire (25+),2014,1045261
Achat en ligne au cours des 12 derniers mois,Total,30-59,Niveau tertiaire (25+),2014,1350374
Achat en ligne au cours des 12 derniers mois,Total,30-59,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Total,60+,Total,2014,541813
Achat en ligne au cours des 12 derniers mois,Total,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Total,60+,Niveau secondaire (25+),2014,283877
Achat en ligne au cours des 12 derniers mois,Total,60+,Niveau tertiaire (25+),2014,218479
Achat en ligne au cours des 12 derniers mois,Total,60+,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,Total,Total,2014,2243037
Achat en ligne au cours des 12 derniers mois,Homme,Total,Sans formation post-obligatoire (25+),2014,83867
Achat en ligne au cours des 12 derniers mois,Homme,Total,Niveau secondaire (25+),2014,704595
Achat en ligne au cours des 12 derniers mois,Homme,Total,Niveau tertiaire (25+),2014,1089318
Achat en ligne au cours des 12 derniers mois,Homme,Total,-25ans,2014,365257
Achat en ligne au cours des 12 derniers mois,Homme,15-29,Total,2014,603401
Achat en ligne au cours des 12 derniers mois,Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,15-29,Niveau secondaire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,15-29,Niveau tertiaire (25+),2014,122491
Achat en ligne au cours des 12 derniers mois,Homme,15-29,-25ans,2014,365257
Achat en ligne au cours des 12 derniers mois,Homme,30-59,Total,2014,1325600
Achat en ligne au cours des 12 derniers mois,Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,30-59,Niveau secondaire (25+),2014,467114
Achat en ligne au cours des 12 derniers mois,Homme,30-59,Niveau tertiaire (25+),2014,799801
Achat en ligne au cours des 12 derniers mois,Homme,30-59,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,60+,Total,2014,314036
Achat en ligne au cours des 12 derniers mois,Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Homme,60+,Niveau secondaire (25+),2014,127682
Achat en ligne au cours des 12 derniers mois,Homme,60+,Niveau tertiaire (25+),2014,167026
Achat en ligne au cours des 12 derniers mois,Homme,60+,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Femme,Total,Total,2014,2021600
Achat en ligne au cours des 12 derniers mois,Femme,Total,Sans formation post-obligatoire (25+),2014,109427
Achat en ligne au cours des 12 derniers mois,Femme,Total,Niveau secondaire (25+),2014,861992
Achat en ligne au cours des 12 derniers mois,Femme,Total,Niveau tertiaire (25+),2014,725555
Achat en ligne au cours des 12 derniers mois,Femme,Total,-25ans,2014,324627
Achat en ligne au cours des 12 derniers mois,Femme,15-29,Total,2014,581665
Achat en ligne au cours des 12 derniers mois,Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Femme,15-29,Niveau secondaire (25+),2014,127650
Achat en ligne au cours des 12 derniers mois,Femme,15-29,Niveau tertiaire (25+),2014,123530
Achat en ligne au cours des 12 derniers mois,Femme,15-29,-25ans,2014,324627
Achat en ligne au cours des 12 derniers mois,Femme,30-59,Total,2014,1212158
Achat en ligne au cours des 12 derniers mois,Femme,30-59,Sans formation post-obligatoire (25+),2014,83439
Achat en ligne au cours des 12 derniers mois,Femme,30-59,Niveau secondaire (25+),2014,578146
Achat en ligne au cours des 12 derniers mois,Femme,30-59,Niveau tertiaire (25+),2014,550572
Achat en ligne au cours des 12 derniers mois,Femme,30-59,-25ans,2014,NA
Achat en ligne au cours des 12 derniers mois,Femme,60+,Total,2014,227777
Achat en ligne au cours des 12 derniers mois,Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Femme,60+,Niveau secondaire (25+),2014,156195
Achat en ligne au cours des 12 derniers mois,Femme,60+,Niveau tertiaire (25+),2014,NA
Achat en ligne au cours des 12 derniers mois,Femme,60+,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Total,Total,Total,2014,4532536
Achat en ligne au moins une fois dans sa vie,Total,Total,Sans formation post-obligatoire (25+),2014,210940
Achat en ligne au moins une fois dans sa vie,Total,Total,Niveau secondaire (25+),2014,1678595
Achat en ligne au moins une fois dans sa vie,Total,Total,Niveau tertiaire (25+),2014,1895177
Achat en ligne au moins une fois dans sa vie,Total,Total,-25ans,2014,747823
Achat en ligne au moins une fois dans sa vie,Total,15-29,Total,2014,1256997
Achat en ligne au moins une fois dans sa vie,Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Total,15-29,Niveau secondaire (25+),2014,244576
Achat en ligne au moins une fois dans sa vie,Total,15-29,Niveau tertiaire (25+),2014,252884
Achat en ligne au moins une fois dans sa vie,Total,15-29,-25ans,2014,747823
Achat en ligne au moins une fois dans sa vie,Total,30-59,Total,2014,2690812
Achat en ligne au moins une fois dans sa vie,Total,30-59,Sans formation post-obligatoire (25+),2014,152941
Achat en ligne au moins une fois dans sa vie,Total,30-59,Niveau secondaire (25+),2014,1129433
Achat en ligne au moins une fois dans sa vie,Total,30-59,Niveau tertiaire (25+),2014,1408438
Achat en ligne au moins une fois dans sa vie,Total,30-59,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Total,60+,Total,2014,584727
Achat en ligne au moins une fois dans sa vie,Total,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Total,60+,Niveau secondaire (25+),2014,304586
Achat en ligne au moins une fois dans sa vie,Total,60+,Niveau tertiaire (25+),2014,233855
Achat en ligne au moins une fois dans sa vie,Total,60+,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Homme,Total,Total,2014,2372591
Achat en ligne au moins une fois dans sa vie,Homme,Total,Sans formation post-obligatoire (25+),2014,90696
Achat en ligne au moins une fois dans sa vie,Homme,Total,Niveau secondaire (25+),2014,754223
Achat en ligne au moins une fois dans sa vie,Homme,Total,Niveau tertiaire (25+),2014,1125484
Achat en ligne au moins une fois dans sa vie,Homme,Total,-25ans,2014,402189
Achat en ligne au moins une fois dans sa vie,Homme,15-29,Total,2014,647460
Achat en ligne au moins une fois dans sa vie,Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Homme,15-29,Niveau secondaire (25+),2014,116926
Achat en ligne au moins une fois dans sa vie,Homme,15-29,Niveau tertiaire (25+),2014,122491
Achat en ligne au moins une fois dans sa vie,Homme,15-29,-25ans,2014,402189
Achat en ligne au moins une fois dans sa vie,Homme,30-59,Total,2014,1391187
Achat en ligne au moins une fois dans sa vie,Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Homme,30-59,Niveau secondaire (25+),2014,506177
Achat en ligne au moins une fois dans sa vie,Homme,30-59,Niveau tertiaire (25+),2014,826326
Achat en ligne au moins une fois dans sa vie,Homme,30-59,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Homme,60+,Total,2014,333944
Achat en ligne au moins une fois dans sa vie,Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Homme,60+,Niveau secondaire (25+),2014,131121
Achat en ligne au moins une fois dans sa vie,Homme,60+,Niveau tertiaire (25+),2014,176667
Achat en ligne au moins une fois dans sa vie,Homme,60+,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Femme,Total,Total,2014,2159945
Achat en ligne au moins une fois dans sa vie,Femme,Total,Sans formation post-obligatoire (25+),2014,120244
Achat en ligne au moins une fois dans sa vie,Femme,Total,Niveau secondaire (25+),2014,924372
Achat en ligne au moins une fois dans sa vie,Femme,Total,Niveau tertiaire (25+),2014,769694
Achat en ligne au moins une fois dans sa vie,Femme,Total,-25ans,2014,345635
Achat en ligne au moins une fois dans sa vie,Femme,15-29,Total,2014,609537
Achat en ligne au moins une fois dans sa vie,Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Femme,15-29,Niveau secondaire (25+),2014,127650
Achat en ligne au moins une fois dans sa vie,Femme,15-29,Niveau tertiaire (25+),2014,130394
Achat en ligne au moins une fois dans sa vie,Femme,15-29,-25ans,2014,345635
Achat en ligne au moins une fois dans sa vie,Femme,30-59,Total,2014,1299625
Achat en ligne au moins une fois dans sa vie,Femme,30-59,Sans formation post-obligatoire (25+),2014,94256
Achat en ligne au moins une fois dans sa vie,Femme,30-59,Niveau secondaire (25+),2014,623256
Achat en ligne au moins une fois dans sa vie,Femme,30-59,Niveau tertiaire (25+),2014,582112
Achat en ligne au moins une fois dans sa vie,Femme,30-59,-25ans,2014,NA
Achat en ligne au moins une fois dans sa vie,Femme,60+,Total,2014,250783
Achat en ligne au moins une fois dans sa vie,Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat en ligne au moins une fois dans sa vie,Femme,60+,Niveau secondaire (25+),2014,173466
Achat en ligne au moins une fois dans sa vie,Femme,60+,Niveau tertiaire (25+),2014,57188
Achat en ligne au moins une fois dans sa vie,Femme,60+,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,Total,Total,2014,946923
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,346865
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,430712
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,Total,-25ans,2014,119968
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,15-29,Total,2014,200712
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,119968
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,30-59,Total,2014,630893
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,246951
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,349763
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,60+,Total,2014,115318
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,55376
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,Total,Total,2014,444005
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,134671
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,247873
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,15-29,Total,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,30-59,Total,2014,305588
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,89683
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,198300
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,60+,Total,2014,57511
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,Total,Total,2014,502918
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,212194
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,182838
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,77467
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,15-29,Total,2014,119806
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,77467
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,30-59,Total,2014,325306
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,157269
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,151463
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,60+,Total,2014,57806
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat de produits alimentaires, boissons, fleurs, parfums (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,Total,Total,2014,1583379
Achat de films ou musique (au cours des 12 derniers mois),Total,Total,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,Total,Niveau secondaire (25+),2014,492609
Achat de films ou musique (au cours des 12 derniers mois),Total,Total,Niveau tertiaire (25+),2014,730140
Achat de films ou musique (au cours des 12 derniers mois),Total,Total,-25ans,2014,326373
Achat de films ou musique (au cours des 12 derniers mois),Total,15-29,Total,2014,538359
Achat de films ou musique (au cours des 12 derniers mois),Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,15-29,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,15-29,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,15-29,-25ans,2014,326373
Achat de films ou musique (au cours des 12 derniers mois),Total,30-59,Total,2014,944057
Achat de films ou musique (au cours des 12 derniers mois),Total,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,30-59,Niveau secondaire (25+),2014,348071
Achat de films ou musique (au cours des 12 derniers mois),Total,30-59,Niveau tertiaire (25+),2014,567277
Achat de films ou musique (au cours des 12 derniers mois),Total,30-59,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,60+,Total,2014,100964
Achat de films ou musique (au cours des 12 derniers mois),Total,60+,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,60+,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,60+,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Total,60+,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,Total,Total,2014,920820
Achat de films ou musique (au cours des 12 derniers mois),Homme,Total,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,Total,Niveau secondaire (25+),2014,268069
Achat de films ou musique (au cours des 12 derniers mois),Homme,Total,Niveau tertiaire (25+),2014,451402
Achat de films ou musique (au cours des 12 derniers mois),Homme,Total,-25ans,2014,184833
Achat de films ou musique (au cours des 12 derniers mois),Homme,15-29,Total,2014,295876
Achat de films ou musique (au cours des 12 derniers mois),Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,15-29,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,15-29,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,15-29,-25ans,2014,184833
Achat de films ou musique (au cours des 12 derniers mois),Homme,30-59,Total,2014,556621
Achat de films ou musique (au cours des 12 derniers mois),Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,30-59,Niveau secondaire (25+),2014,189897
Achat de films ou musique (au cours des 12 derniers mois),Homme,30-59,Niveau tertiaire (25+),2014,355758
Achat de films ou musique (au cours des 12 derniers mois),Homme,30-59,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,60+,Total,2014,68323
Achat de films ou musique (au cours des 12 derniers mois),Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,60+,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,60+,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Homme,60+,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,Total,Total,2014,662560
Achat de films ou musique (au cours des 12 derniers mois),Femme,Total,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,Total,Niveau secondaire (25+),2014,224540
Achat de films ou musique (au cours des 12 derniers mois),Femme,Total,Niveau tertiaire (25+),2014,278738
Achat de films ou musique (au cours des 12 derniers mois),Femme,Total,-25ans,2014,141540
Achat de films ou musique (au cours des 12 derniers mois),Femme,15-29,Total,2014,242483
Achat de films ou musique (au cours des 12 derniers mois),Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,15-29,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,15-29,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,15-29,-25ans,2014,141540
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Total,2014,387435
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Niveau secondaire (25+),2014,158173
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Niveau tertiaire (25+),2014,211520
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,-25ans,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Total,2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Niveau secondaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Niveau tertiaire (25+),2014,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,-25ans,2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Total,2014,1805999
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,546619
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,974756
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,-25ans,2014,240917
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Total,2014,421885
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,102950
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,240917
